Time(ms),AccX,AccY,AccZ,ADC,GyroX,GyroY,GyroZ
702991,-252,312,17412,799,-447,-245,-811
703000,-308,308,17468,800,-459,-220,-790
703009,-88,476,17308,805,-512,-233,-777
703018,-252,236,17460,801,-468,-266,-815
703027,-240,196,17220,800,-472,-278,-756
703126,-208,480,17036,799,-479,-251,-750
703135,-260,672,17320,798,-469,-264,-779
703144,-44,392,17196,802,-490,-201,-742
703153,-308,800,17304,800,-540,-184,-735
703162,-184,744,17420,798,-481,-203,-717
703171,100,448,17140,797,-489,-139,-737
703180,4,484,17120,797,-552,-86,-697
703189,-64,652,17428,796,-500,-103,-740
703198,100,300,17016,801,-441,-104,-727
703207,-16,656,17496,801,-523,-15,-714
703306,-328,736,17508,796,-407,145,-603
703315,-248,456,17464,796,-354,143,-605
703324,-180,784,17436,794,-477,222,-554
703333,-228,772,17288,794,-444,214,-537
703342,24,680,17424,797,-367,188,-563
703351,-24,756,17324,798,-403,242,-524
703360,-36,720,17312,798,-437,274,-515
703369,-56,592,17516,799,-377,220,-518
703378,-264,620,17484,799,-352,260,-487
703387,-144,396,17460,800,-401,320,-473
703486,12,420,17628,797,-379,351,-479
703495,-12,700,17508,796,-345,296,-470
703504,12,408,17448,797,-276,286,-493
703513,-280,604,17548,796,-350,329,-460
703522,-360,496,17640,800,-362,329,-467
703531,-84,236,17456,797,-335,294,-492
703540,-172,616,17560,799,-299,250,-491
703549,-120,408,17556,796,-385,278,-463
703558,12,396,17548,795,-332,186,-500
703567,-36,564,17368,798,-350,250,-491
703666,-96,484,16992,798,-350,131,-548
703675,-156,332,17516,800,-333,139,-529
703684,-176,352,17068,799,-336,89,-558
703693,-140,304,17400,793,-307,139,-512
703702,-336,424,17336,796,-324,140,-510
703711,-208,-124,17300,798,-295,90,-550
703720,-100,460,17252,798,-323,84,-539
703729,-176,148,17348,802,-338,141,-531
703738,-320,-204,17296,800,-333,79,-549
703747,-96,344,17540,800,-304,55,-566
703846,-404,72,17556,800,-314,150,-535
703855,-616,400,17620,797,-341,236,-517
703864,-532,20,17508,800,-356,226,-529
703873,-556,228,17628,800,-361,166,-556
703882,-364,236,17464,797,-288,190,-568
703891,-268,-44,17636,798,-374,208,-565
703900,-404,404,17692,798,-339,180,-571
703909,-192,188,17556,799,-295,158,-589
703918,-572,264,17584,803,-390,214,-550
703927,-404,280,17556,795,-369,159,-569
704026,-408,288,17676,797,-412,15,-594
704035,-232,632,17452,797,-385,-2,-622
704044,-152,272,17380,797,-461,15,-593
704053,-196,456,17472,801,-453,-34,-631
704062,-252,404,17364,794,-393,-53,-599
704071,60,292,17372,793,-401,-16,-641
704080,-288,368,17612,798,-458,22,-644
704089,-172,244,17300,798,-392,-45,-692
704098,-200,656,17544,797,-454,43,-662
